"assignment","typeid","type","stepid","step","updatedon","conclusion","mark_value","mark_degradation","mark_details","decision","decision_ex","comparison_need_better_known","comparison_l3details","comparison_qualquant"
2095,3,Submission,1,Analysis,2022-06-19 16:54:35,null,null,null,null,,,,,
2095,1,Current,2,Comparison,2022-06-19 16:54:35,,,,,,,,,
2095,3,Submission,2,Comparison,2022-06-19 16:58:22,null,,,,"2",,,null,null
2096,3,Submission,1,Analysis,2022-06-19 16:59:00,null,null,null,null,,,,,
2096,1,Current,2,Comparison,2022-06-19 17:01:46,null,,,,"1",,,null,null
2096,3,Submission,2,Comparison,2022-06-19 17:01:50,null,,,,"1",,,null,null
2136,3,Submission,2,Comparison,2022-06-20 05:45:12,null,,,,"1",,,"0",null
2097,3,Submission,1,Analysis,2022-06-19 17:02:16,null,null,null,null,,,,,
2102,1,Current,1,Analysis,2022-06-19 19:53:22,null,null,null,null,,,,,
2097,1,Current,2,Comparison,2022-06-19 17:17:50,null,,,,"2",,,null,null
2102,3,Submission,1,Analysis,2022-06-19 19:53:25,null,null,null,null,,,,,
2139,3,Submission,1,Analysis,2022-06-20 05:45:25,null,null,null,null,,,,,
2139,1,Current,2,Comparison,2022-06-20 05:45:25,,,,,,,,,
2097,3,Submission,2,Comparison,2022-06-19 17:18:14,null,,,,"2",,,null,null
2098,3,Submission,1,Analysis,2022-06-19 17:18:56,null,"0",null,null,,,,,
2098,1,Current,2,Comparison,2022-06-19 17:30:30,null,,,,"1",,,null,null
1957,3,Submission,1,Analysis,2022-06-19 17:56:53,null,null,null,null,,,,,
2100,1,Current,1,Analysis,2022-06-19 19:11:14,null,null,null,null,,,,,
2100,3,Submission,1,Analysis,2022-06-19 19:11:17,null,null,null,null,,,,,
2101,1,Current,1,Analysis,2022-06-19 19:43:49,null,null,null,null,,,,,
1953,3,Submission,1,Analysis,2022-06-19 19:35:27,null,null,null,null,,,,,
2101,3,Submission,1,Analysis,2022-06-19 19:43:52,null,null,null,null,,,,,
2139,3,Submission,2,Comparison,2022-06-20 05:47:26,null,,,,"1",,,"1",null
2100,1,Current,2,Comparison,2022-06-22 18:00:08,null,,,,"1",,,null,null
1953,1,Current,2,Comparison,2022-06-22 18:00:29,null,,,,"0",,,null,null
2101,1,Current,2,Comparison,2022-06-22 18:00:50,null,,,,"1",,,null,null
2103,1,Current,2,Comparison,2022-06-22 18:01:28,null,,,,"1",,,"1",null
2103,1,Current,1,Analysis,2022-06-19 20:06:06,null,null,null,null,,,,,
2103,3,Submission,1,Analysis,2022-06-19 20:06:09,null,null,null,null,,,,,
2032,3,Submission,1,Analysis,2022-06-19 20:11:50,null,null,null,null,,,,,
2032,1,Current,2,Comparison,2022-06-19 20:11:50,,,,,,,,,
2032,3,Submission,2,Comparison,2022-06-19 20:15:03,null,,,,"2",,,null,null
2149,3,Submission,1,Analysis,2022-06-20 14:34:43,null,null,null,null,,,,,
2149,1,Current,2,Comparison,2022-06-20 14:34:43,,,,,,,,,
2102,1,Current,2,Comparison,2022-06-22 18:01:08,null,,,,"0",,,null,null
2104,3,Submission,1,Analysis,2022-06-19 20:15:57,null,null,null,null,,,,,
2104,1,Current,2,Comparison,2022-06-19 20:15:57,,,,,,,,,
2104,3,Submission,2,Comparison,2022-06-19 20:17:02,null,,,,"2",,,null,null
2105,3,Submission,1,Analysis,2022-06-19 20:18:06,null,null,null,null,,,,,
2105,1,Current,2,Comparison,2022-06-19 20:18:06,,,,,,,,,
2160,3,Submission,2,Comparison,2022-06-20 21:05:33,null,,,,"1",,,"0",null
2105,3,Submission,2,Comparison,2022-06-19 20:19:58,null,,,,"2",,,null,null
2106,3,Submission,1,Analysis,2022-06-19 20:20:45,null,null,null,null,,,,,
2106,1,Current,2,Comparison,2022-06-19 20:20:45,,,,,,,,,
2106,3,Submission,2,Comparison,2022-06-19 20:22:50,null,,,,"1",,,null,null
2107,3,Submission,1,Analysis,2022-06-19 20:23:49,null,null,null,null,,,,,
2161,1,Current,2,Comparison,2022-06-20 21:05:49,,,,,,,,,
2107,1,Current,2,Comparison,2022-06-19 20:23:49,,,,,,,,,
2107,3,Submission,2,Comparison,2022-06-19 20:25:27,null,,,,"1",,,null,null
2108,3,Submission,1,Analysis,2022-06-19 20:26:35,null,null,null,null,,,,,
2108,1,Current,2,Comparison,2022-06-19 20:26:35,,,,,,,,,
2108,3,Submission,2,Comparison,2022-06-19 20:27:13,null,,,,"2",,,null,null
2109,3,Submission,1,Analysis,2022-06-19 20:28:41,null,null,null,null,,,,,
2109,1,Current,2,Comparison,2022-06-19 20:28:41,,,,,,,,,
2109,3,Submission,2,Comparison,2022-06-19 20:30:22,null,,,,"1",,,null,null
2161,3,Submission,2,Comparison,2022-06-20 21:08:38,null,,,,"1",,,"1",null
2110,3,Submission,1,Analysis,2022-06-19 20:31:26,null,null,null,null,,,,,
2110,1,Current,2,Comparison,2022-06-19 20:31:26,,,,,,,,,
2110,3,Submission,2,Comparison,2022-06-19 20:33:04,null,,,,"0",,,null,null
2111,3,Submission,1,Analysis,2022-06-19 20:33:47,null,null,null,null,,,,,
2111,1,Current,2,Comparison,2022-06-19 20:33:47,,,,,,,,,
2111,3,Submission,2,Comparison,2022-06-19 20:34:54,null,,,,"2",,,null,null
2112,3,Submission,1,Analysis,2022-06-19 20:36:23,null,null,null,null,,,,,
2112,1,Current,2,Comparison,2022-06-19 20:36:23,,,,,,,,,
929,3,Submission,2,Comparison,2022-06-19 21:00:33,null,,,,"2",,,null,null
2112,3,Submission,2,Comparison,2022-06-19 21:06:59,null,,,,"1",,,null,null
2113,3,Submission,1,Analysis,2022-06-19 21:08:05,null,null,null,null,,,,,
2113,1,Current,2,Comparison,2022-06-19 21:08:05,,,,,,,,,
1112,3,Submission,2,Comparison,2022-06-19 21:09:45,null,,,,"1",,,null,null
2114,3,Submission,1,Analysis,2022-06-19 21:11:02,null,null,null,null,,,,,
2114,1,Current,2,Comparison,2022-06-19 21:11:17,null,,,,null,,,null,null
2162,3,Submission,1,Analysis,2022-06-20 21:08:48,null,null,null,null,,,,,
2162,1,Current,2,Comparison,2022-06-20 21:08:48,,,,,,,,,
2113,3,Submission,2,Comparison,2022-06-19 21:11:24,null,,,,"2",,,null,null
2115,3,Submission,1,Analysis,2022-06-19 21:12:13,null,null,null,null,,,,,
2115,1,Current,2,Comparison,2022-06-19 21:12:13,,,,,,,,,
2115,3,Submission,2,Comparison,2022-06-19 21:14:28,null,,,,"1",,,null,null
2116,3,Submission,1,Analysis,2022-06-19 21:14:41,null,null,null,null,,,,,
2116,1,Current,2,Comparison,2022-06-19 21:14:41,,,,,,,,,
2116,3,Submission,2,Comparison,2022-06-19 21:15:13,null,,,,"1",,,null,null
2114,3,Submission,2,Comparison,2022-06-19 21:56:48,null,,,,"0",,,null,null
2117,3,Submission,1,Analysis,2022-06-19 22:00:53,null,null,null,null,,,,,
2117,1,Current,2,Comparison,2022-06-19 22:00:53,,,,,,,,,
2117,3,Submission,2,Comparison,2022-06-19 22:05:15,null,,,,"1",,,null,null
2118,3,Submission,1,Analysis,2022-06-19 22:14:23,null,null,null,null,,,,,
2118,1,Current,2,Comparison,2022-06-19 22:14:23,,,,,,,,,
2118,3,Submission,2,Comparison,2022-06-19 22:22:52,null,,,,"1",,,null,null
2119,1,Current,1,Analysis,2022-06-19 22:26:17,null,null,null,null,,,,,
2119,3,Submission,1,Analysis,2022-06-19 22:26:20,null,null,null,null,,,,,
2119,1,Current,2,Comparison,2022-06-19 22:26:20,,,,,,,,,
2119,3,Submission,2,Comparison,2022-06-19 22:33:32,null,,,,"0",,,null,null
2120,1,Current,1,Analysis,2022-06-19 22:35:35,null,null,null,null,,,,,
2120,3,Submission,1,Analysis,2022-06-19 22:35:39,null,null,null,null,,,,,
2120,1,Current,2,Comparison,2022-06-19 22:35:39,,,,,,,,,
2120,3,Submission,2,Comparison,2022-06-19 22:39:37,null,,,,"1",,,null,null
2121,1,Current,1,Analysis,2022-06-19 22:42:37,null,null,null,null,,,,,
2121,3,Submission,1,Analysis,2022-06-19 22:42:39,null,null,null,null,,,,,
2121,1,Current,2,Comparison,2022-06-19 22:42:39,,,,,,,,,
2121,3,Submission,2,Comparison,2022-06-19 22:46:17,null,,,,"1",,,null,null
2122,1,Current,1,Analysis,2022-06-19 22:47:57,null,null,null,null,,,,,
2122,3,Submission,1,Analysis,2022-06-19 22:48:02,null,null,null,null,,,,,
2122,1,Current,2,Comparison,2022-06-19 22:48:02,,,,,,,,,
2122,3,Submission,2,Comparison,2022-06-19 22:49:40,null,,,,"2",,,null,null
2123,1,Current,1,Analysis,2022-06-19 22:56:18,null,null,null,null,,,,,
2123,3,Submission,1,Analysis,2022-06-19 22:56:20,null,null,null,null,,,,,
2123,1,Current,2,Comparison,2022-06-19 22:56:20,,,,,,,,,
2123,3,Submission,2,Comparison,2022-06-19 23:09:23,null,,,,"1",,,null,null
2124,3,Submission,1,Analysis,2022-06-19 23:14:50,null,null,null,null,,,,,
2124,1,Current,2,Comparison,2022-06-19 23:14:50,,,,,,,,,
2124,3,Submission,2,Comparison,2022-06-19 23:20:55,null,,,,"2",,,null,null
2125,1,Current,1,Analysis,2022-06-19 23:24:27,null,null,null,null,,,,,
2125,3,Submission,1,Analysis,2022-06-19 23:24:31,null,null,null,null,,,,,
2125,1,Current,2,Comparison,2022-06-19 23:24:31,,,,,,,,,
2125,3,Submission,2,Comparison,2022-06-19 23:27:35,null,,,,"1",,,null,null
2127,3,Submission,1,Analysis,2022-06-20 03:32:29,null,null,null,null,,,,,
2127,1,Current,2,Comparison,2022-06-20 03:32:29,,,,,,,,,
2127,3,Submission,2,Comparison,2022-06-20 03:38:11,null,,,,"2",,,"0",null
2128,3,Submission,1,Analysis,2022-06-20 03:38:32,null,null,null,null,,,,,
2128,1,Current,2,Comparison,2022-06-20 03:38:32,,,,,,,,,
2128,3,Submission,2,Comparison,2022-06-20 03:40:00,null,,,,"2",,,"1",null
2129,3,Submission,1,Analysis,2022-06-20 03:40:59,null,null,null,null,,,,,
2129,1,Current,2,Comparison,2022-06-20 03:40:59,,,,,,,,,
2129,3,Submission,2,Comparison,2022-06-20 03:42:41,null,,,,"1",,,"1",null
2130,3,Submission,1,Analysis,2022-06-20 03:43:41,null,null,null,null,,,,,
2132,3,Submission,1,Analysis,2022-06-20 03:51:47,null,null,null,null,,,,,
2132,1,Current,2,Comparison,2022-06-20 03:51:47,,,,,,,,,
2132,3,Submission,2,Comparison,2022-06-20 03:58:00,null,,,,"0",,,"1",null
2133,3,Submission,1,Analysis,2022-06-20 03:59:04,null,null,null,null,,,,,
2133,1,Current,2,Comparison,2022-06-20 03:59:04,,,,,,,,,
2133,3,Submission,2,Comparison,2022-06-20 05:33:31,null,,,,"1",,,"1",null
2134,3,Submission,1,Analysis,2022-06-20 05:33:49,null,null,null,null,,,,,
2134,1,Current,2,Comparison,2022-06-20 05:33:49,,,,,,,,,
2134,3,Submission,2,Comparison,2022-06-20 05:36:26,null,,,,"1",,,"1",null
2140,1,Current,1,Analysis,2022-06-20 13:45:16,null,null,null,null,,,,,
2140,3,Submission,1,Analysis,2022-06-20 13:47:11,null,null,null,null,,,,,
2140,1,Current,2,Comparison,2022-06-20 13:47:11,,,,,,,,,
2140,3,Submission,2,Comparison,2022-06-20 13:56:08,null,,,,null,,,null,null
2141,3,Submission,1,Analysis,2022-06-20 14:08:39,null,null,null,null,,,,,
2162,3,Submission,2,Comparison,2022-06-20 21:11:12,null,,,,"2",,,"0",null
2141,1,Current,2,Comparison,2022-06-20 14:17:23,null,,,,null,,,null,null
2141,3,Submission,2,Comparison,2022-06-20 14:17:44,null,,,,"2",,,"1",null
2142,1,Current,1,Analysis,2022-06-20 14:19:56,null,null,null,null,,,,,
2142,3,Submission,1,Analysis,2022-06-20 14:20:04,null,null,null,null,,,,,
2142,1,Current,2,Comparison,2022-06-20 14:20:04,,,,,,,,,
2144,1,Current,1,Analysis,2022-06-20 14:27:36,null,null,null,null,,,,,
2142,3,Submission,2,Comparison,2022-06-20 14:28:35,null,,,,"2",,,"0",null
2144,3,Submission,1,Analysis,2022-06-20 14:28:37,null,null,null,null,,,,,
2144,1,Current,2,Comparison,2022-06-20 14:28:37,,,,,,,,,
2163,3,Submission,1,Analysis,2022-06-20 21:11:22,null,null,null,null,,,,,
2163,1,Current,2,Comparison,2022-06-20 21:11:22,,,,,,,,,
2145,1,Current,1,Analysis,2022-06-20 14:31:07,null,null,null,null,,,,,
2145,3,Submission,1,Analysis,2022-06-20 14:31:16,null,null,null,null,,,,,
2143,1,Current,1,Analysis,2022-06-20 14:31:45,null,null,null,null,,,,,
2143,3,Submission,1,Analysis,2022-06-20 14:31:59,null,null,null,null,,,,,
2143,1,Current,2,Comparison,2022-06-20 14:31:59,,,,,,,,,
2146,3,Submission,1,Analysis,2022-06-20 14:33:01,null,null,null,null,,,,,
2146,1,Current,2,Comparison,2022-06-20 14:33:01,,,,,,,,,
2147,3,Submission,1,Analysis,2022-06-20 14:33:47,null,null,null,null,,,,,
2147,1,Current,2,Comparison,2022-06-20 14:33:47,,,,,,,,,
2148,3,Submission,1,Analysis,2022-06-20 14:34:14,null,null,null,null,,,,,
2148,1,Current,2,Comparison,2022-06-20 14:34:14,,,,,,,,,
2145,1,Current,2,Comparison,2022-06-20 14:42:03,null,,,,null,,,null,null
2150,3,Submission,1,Analysis,2022-06-20 15:03:16,null,null,null,null,,,,,
2150,1,Current,2,Comparison,2022-06-20 15:03:16,,,,,,,,,
2151,3,Submission,1,Analysis,2022-06-20 15:04:44,null,null,null,null,,,,,
2151,1,Current,2,Comparison,2022-06-20 15:04:44,,,,,,,,,
2152,3,Submission,1,Analysis,2022-06-20 15:06:24,null,null,null,null,,,,,
2152,1,Current,2,Comparison,2022-06-20 15:06:24,,,,,,,,,
2153,3,Submission,1,Analysis,2022-06-20 15:07:40,null,null,null,null,,,,,
2153,1,Current,2,Comparison,2022-06-20 15:07:40,,,,,,,,,
2154,3,Submission,1,Analysis,2022-06-20 15:09:24,null,null,null,null,,,,,
2154,1,Current,2,Comparison,2022-06-20 15:09:24,,,,,,,,,
2155,3,Submission,1,Analysis,2022-06-20 15:11:05,null,null,null,null,,,,,
2155,1,Current,2,Comparison,2022-06-20 15:11:05,,,,,,,,,
2156,3,Submission,1,Analysis,2022-06-20 15:15:58,null,null,null,null,,,,,
2156,1,Current,2,Comparison,2022-06-20 15:15:58,,,,,,,,,
2157,3,Submission,1,Analysis,2022-06-20 20:38:00,null,null,null,null,,,,,
2157,1,Current,2,Comparison,2022-06-20 20:38:00,,,,,,,,,
1631,3,Submission,2,Comparison,2022-06-20 20:46:37,"""the latent and known are both of fairly poor quality. If this were a print in casework, I think I would consider it to be not sufficient for comparison purposes. That said, there is a long enclosure with a few ending ridges that I am feeling confident about. Based on the curvature in the known print, I have a general area that has similar ridge flow. Through that area, I do not see the target areas I'm expecting to see, so I am excluding and I do not consider the impression to be a close non-match.""",,,,"2",,,"0",null
2157,3,Submission,2,Comparison,2022-06-20 20:49:32,"""Insufficient information to ID or Exclude. Trending toward an exclusion with information provided. """,,,,"0",,,"0",null
2158,3,Submission,1,Analysis,2022-06-20 20:49:42,null,null,null,null,,,,,
2158,1,Current,2,Comparison,2022-06-20 20:49:42,,,,,,,,,
2158,3,Submission,2,Comparison,2022-06-20 20:58:57,"""Not enough detail to ID or exclude.""",,,,"0",,,"0",null
2159,3,Submission,1,Analysis,2022-06-20 20:59:08,null,null,null,null,,,,,
2159,1,Current,2,Comparison,2022-06-20 20:59:08,,,,,,,,,
2159,3,Submission,2,Comparison,2022-06-20 21:02:22,null,,,,"2",,,"0",null
2160,3,Submission,1,Analysis,2022-06-20 21:02:38,null,null,null,null,,,,,
2160,1,Current,2,Comparison,2022-06-20 21:02:38,,,,,,,,,
2161,3,Submission,1,Analysis,2022-06-20 21:05:49,null,null,null,null,,,,,
1632,3,Submission,2,Comparison,2022-06-20 21:49:08,"""limited level 3 details available, one ridge is presenting as a short ridge on the left side of the impression with pretty good clarity, the corresponding ridge is a through ridge on the known, although the ridge through this area on the known is a bit unclear. ending ridge on the right side of the impression also appears on the wrong side of a through ridge. It was very difficult to make a decision on this comparison.""",,,,"0",,,"0",null
1633,3,Submission,2,Comparison,2022-06-20 22:32:26,"""pattern force area, not able to find my target areas in the known despite agreement with the overall ridge flow""",,,,"2",,,"0",null
1642,3,Submission,1,Analysis,2022-06-20 22:33:04,null,null,null,null,,,,,
1642,1,Current,2,Comparison,2022-06-20 22:56:39,"""all points recorded determined to be in agreement - only thing giving me pause is the point (indicated as 3) has a ridge curving up while it's curving down in the known; however, this ridge on the known seems to correspond with a drag-down through the known impression (in other words, ridge presentation is within tolerance).""",,,,"1",,,"0",null
1642,3,Submission,2,Comparison,2022-06-20 22:56:42,"""all points recorded determined to be in agreement - only thing giving me pause is the point (indicated as 3) has a ridge curving up while it's curving down in the known; however, this ridge on the known seems to correspond with a drag-down through the known impression (in other words, ridge presentation is within tolerance).""",,,,"1",,,"0",null
1638,3,Submission,2,Comparison,2022-06-20 23:05:12,"""some inconsistencies on extreme left side of impression (ridges appear thicker and more spaced out), possibly due to slight drag""",,,,"1",,,"1",null
2170,3,Submission,1,Analysis,2022-06-20 23:40:40,null,null,null,null,,,,,
2170,1,Current,2,Comparison,2022-06-29 14:49:19,null,,,,null,,,null,null
2171,1,Current,2,Comparison,2022-06-29 14:49:35,null,,,,null,,,null,null
2171,3,Submission,1,Analysis,2022-06-20 23:48:51,null,null,null,null,,,,,
2172,3,Submission,1,Analysis,2022-06-20 23:57:50,null,null,null,null,,,,,
2173,3,Submission,1,Analysis,2022-06-21 00:07:25,null,null,null,null,,,,,
2173,1,Current,2,Comparison,2022-06-29 14:50:02,null,,,,null,,,null,null
2177,3,Submission,1,Analysis,2022-06-21 00:24:09,null,null,null,null,,,,,
2178,3,Submission,1,Analysis,2022-06-21 11:04:10,null,null,null,null,,,,,
2178,1,Current,2,Comparison,2022-06-21 11:04:10,,,,,,,,,
2178,3,Submission,2,Comparison,2022-06-21 11:05:31,null,,,,"1",,,"0",null
1210,1,Current,2,Comparison,2022-06-29 14:48:25,null,,,,null,,,null,null
1211,1,Current,2,Comparison,2022-06-29 14:48:52,null,,,,null,,,null,null
2176,1,Current,2,Comparison,2022-06-29 14:51:24,null,,,,null,,,null,null
2177,1,Current,2,Comparison,2022-06-29 14:51:36,null,,,,null,,,null,null
2179,1,Current,1,Analysis,2022-06-21 13:02:34,null,null,null,null,,,,,
2179,3,Submission,1,Analysis,2022-06-21 13:02:50,null,null,null,null,,,,,
2179,1,Current,2,Comparison,2022-06-21 13:10:52,null,,,,"2",,,"0",null
2179,3,Submission,2,Comparison,2022-06-21 13:10:57,null,,,,"2",,,"0",null
2180,3,Submission,1,Analysis,2022-06-21 13:12:27,null,null,null,null,,,,,
2180,1,Current,2,Comparison,2022-06-21 13:19:29,null,,,,"2",,,"0",null
2180,3,Submission,2,Comparison,2022-06-21 13:19:32,null,,,,"2",,,"0",null
2181,3,Submission,1,Analysis,2022-06-21 13:21:34,null,null,null,null,,,,,
2190,1,Current,2,Comparison,2022-06-21 15:37:26,,,,,,,,,
2199,1,Current,1,Analysis,2022-06-21 18:46:14,null,null,null,null,,,,,
2181,1,Current,2,Comparison,2022-06-21 13:26:05,null,,,,null,,,null,null
2182,1,Current,1,Analysis,2022-06-21 13:29:34,null,null,null,null,,,,,
2182,3,Submission,1,Analysis,2022-06-21 13:29:37,null,null,null,null,,,,,
2182,1,Current,2,Comparison,2022-06-21 13:32:51,null,,,,"1",,,"0",null
2182,3,Submission,2,Comparison,2022-06-21 13:32:58,null,,,,"1",,,"0",null
2201,1,Current,1,Analysis,2022-06-21 19:25:34,null,null,null,null,,,,,
2201,3,Submission,1,Analysis,2022-06-21 19:25:37,null,null,null,null,,,,,
1825,1,Current,2,Comparison,2022-06-22 18:12:09,,,,,,,,,
2184,1,Current,1,Analysis,2022-06-21 13:36:02,null,null,null,null,,,,,
2184,3,Submission,1,Analysis,2022-06-21 13:36:05,null,null,null,null,,,,,
2183,3,Submission,1,Analysis,2022-06-21 13:36:47,null,null,null,null,,,,,
2183,1,Current,2,Comparison,2022-06-21 13:36:47,,,,,,,,,
1913,3,Submission,2,Comparison,2022-06-21 13:37:51,"""Large amount of ambiguity, locations and types of minutiae very unclear. I would not have kept this to work with in casework - not identifiable in my opinion. \nCrease and other third level support same source, unsure if incipients highlighted in blue are real in latent\nAlso uncomfortable that some minutiae plotted during comparison were not plotted during analysis (or were plotted but location had to be moved)\nCan't find discrepancies, leaning towards ID""",,,,"1",,,null,null
2184,1,Current,2,Comparison,2022-06-21 13:42:51,null,,,,"1",,,"0",null
2184,3,Submission,2,Comparison,2022-06-21 13:42:54,null,,,,"1",,,"0",null
2190,3,Submission,2,Comparison,2022-06-21 16:16:00,null,,,,"2",,,null,null
2196,1,Current,1,Analysis,2022-06-21 18:26:56,null,null,null,null,,,,,
2185,1,Current,1,Analysis,2022-06-21 13:45:45,null,null,null,null,,,,,
2185,3,Submission,1,Analysis,2022-06-21 13:45:49,null,null,null,null,,,,,
2183,3,Submission,2,Comparison,2022-06-21 13:48:38,null,,,,"1",,,null,null
2186,3,Submission,1,Analysis,2022-06-21 13:50:55,null,null,null,null,,,,,
2186,1,Current,2,Comparison,2022-06-21 13:50:55,,,,,,,,,
1235,3,Submission,2,Comparison,2022-06-21 17:20:28,null,,,,"2",,,null,null
2044,1,Current,2,Comparison,2022-06-21 14:09:26,null,,,,"1",,,null,null
2044,3,Submission,2,Comparison,2022-06-21 14:09:29,null,,,,"1",,,null,null
2187,1,Current,1,Analysis,2022-06-21 14:10:04,null,null,null,null,,,,,
2187,3,Submission,1,Analysis,2022-06-21 14:10:33,null,null,null,null,,,,,
2188,1,Current,1,Analysis,2022-06-21 14:12:04,null,null,null,null,,,,,
2188,3,Submission,1,Analysis,2022-06-21 14:12:11,null,null,null,null,,,,,
2188,1,Current,2,Comparison,2022-06-21 14:15:03,null,,,,"1",,,null,null
2185,1,Current,2,Comparison,2022-06-21 14:29:34,null,,,,null,,,null,null
2215,3,Submission,2,Comparison,2022-06-21 23:08:15,null,,,,"2",,,null,null
2187,1,Current,2,Comparison,2022-06-21 14:12:34,null,,,,null,,,null,null
2188,3,Submission,2,Comparison,2022-06-21 14:15:08,null,,,,"1",,,null,null
2189,1,Current,1,Analysis,2022-06-21 14:16:38,null,null,null,null,,,,,
2189,3,Submission,1,Analysis,2022-06-21 14:16:41,null,null,null,null,,,,,
2189,1,Current,2,Comparison,2022-06-21 14:19:22,null,,,,null,,,null,null
2186,3,Submission,2,Comparison,2022-06-21 14:34:38,null,,,,"2",,,null,null
1637,3,Submission,2,Comparison,2022-06-21 15:35:01,"""thin void above point 5 observed in both impressions. ridge shapes appear similar between both, amount of pressure in the latent appears to be heavier than the known""",,,,"1",,,"1",null
2190,3,Submission,1,Analysis,2022-06-21 15:37:26,null,null,null,null,,,,,
1235,1,Current,2,Comparison,2022-06-21 16:07:54,null,,,,null,,,null,null
2191,3,Submission,1,Analysis,2022-06-21 16:16:26,null,null,null,null,,,,,
2191,1,Current,2,Comparison,2022-06-21 16:16:26,,,,,,,,,
2191,3,Submission,2,Comparison,2022-06-21 16:23:47,null,,,,"1",,,null,null
2080,3,Submission,2,Comparison,2022-06-21 16:28:15,"""Choosing same source solely for the research purposes - I don't think I would ever ID this in casework.  But I don't see enough true disagreement for me to select either of the different source options.""",,,,"1",,,null,null
1640,3,Submission,2,Comparison,2022-06-21 16:32:17,"""white lines correspond with ending ridges, although wrinkle through point 16 is much thicker in the known""",,,,"1",,,"1",null
2192,3,Submission,1,Analysis,2022-06-21 17:22:06,null,null,null,null,,,,,
2192,1,Current,2,Comparison,2022-06-21 17:22:06,,,,,,,,,
2192,3,Submission,2,Comparison,2022-06-21 17:24:01,null,,,,"1",,,null,null
2193,1,Current,1,Analysis,2022-06-21 17:54:31,null,null,null,null,,,,,
2193,3,Submission,1,Analysis,2022-06-21 17:54:35,null,null,null,null,,,,,
2193,1,Current,2,Comparison,2022-06-21 17:54:35,,,,,,,,,
2216,3,Submission,1,Analysis,2022-06-21 23:08:45,null,"1",null,null,,,,,
2193,3,Submission,2,Comparison,2022-06-21 17:58:44,null,,,,"2",,,"0",null
2194,1,Current,1,Analysis,2022-06-21 18:03:05,null,null,null,null,,,,,
2194,3,Submission,1,Analysis,2022-06-21 18:03:07,null,null,null,null,,,,,
2194,1,Current,2,Comparison,2022-06-21 18:03:07,,,,,,,,,
2195,3,Submission,1,Analysis,2022-06-21 18:04:41,null,"1",null,null,,,,,
2195,1,Current,2,Comparison,2022-06-21 18:04:41,,,,,,,,,
2194,3,Submission,2,Comparison,2022-06-21 18:07:13,null,,,,"2",,,"0",null
2195,3,Submission,2,Comparison,2022-06-21 18:12:51,null,,,,"1",,,"1",null
2197,3,Submission,1,Analysis,2022-06-21 18:14:50,null,"1",null,null,,,,,
2197,1,Current,2,Comparison,2022-06-21 18:14:50,,,,,,,,,
2197,3,Submission,2,Comparison,2022-06-21 18:21:13,null,,,,"1",,,"1",null
2216,1,Current,2,Comparison,2022-06-21 23:08:45,,,,,,,,,
2196,3,Submission,1,Analysis,2022-06-21 18:26:59,null,null,null,null,,,,,
2196,1,Current,2,Comparison,2022-06-21 18:26:59,,,,,,,,,
2196,3,Submission,2,Comparison,2022-06-21 18:34:14,null,,,,"2",,,"0",null
2198,1,Current,1,Analysis,2022-06-21 18:37:07,null,null,null,null,,,,,
2198,3,Submission,1,Analysis,2022-06-21 18:37:09,null,null,null,null,,,,,
2198,1,Current,2,Comparison,2022-06-21 18:37:09,,,,,,,,,
2198,3,Submission,2,Comparison,2022-06-21 18:44:36,null,,,,"1",,,"1",null
2199,3,Submission,1,Analysis,2022-06-21 18:46:17,null,null,null,null,,,,,
2199,1,Current,2,Comparison,2022-06-21 18:46:17,,,,,,,,,
2199,3,Submission,2,Comparison,2022-06-21 18:54:00,null,,,,"1",,,"1",null
2200,1,Current,1,Analysis,2022-06-21 18:56:28,null,null,null,null,,,,,
2200,3,Submission,1,Analysis,2022-06-21 18:56:30,null,null,null,null,,,,,
2200,1,Current,2,Comparison,2022-06-21 18:56:30,,,,,,,,,
2200,3,Submission,2,Comparison,2022-06-21 19:24:10,null,,,,"0",,,"0",null
2201,1,Current,2,Comparison,2022-06-21 19:25:37,,,,,,,,,
2201,3,Submission,2,Comparison,2022-06-21 19:28:28,null,,,,"1",,,"1",null
2202,1,Current,1,Analysis,2022-06-21 19:30:06,null,null,null,null,,,,,
2202,3,Submission,1,Analysis,2022-06-21 19:30:09,null,null,null,null,,,,,
2217,3,Submission,1,Analysis,2022-06-21 23:16:55,null,"1",null,null,,,,,
2217,1,Current,2,Comparison,2022-06-21 23:16:55,,,,,,,,,
2202,1,Current,2,Comparison,2022-06-21 19:30:09,,,,,,,,,
2202,3,Submission,2,Comparison,2022-06-21 19:35:21,null,,,,"1",,,"0",null
2203,1,Current,1,Analysis,2022-06-21 19:36:45,null,null,null,null,,,,,
2203,3,Submission,1,Analysis,2022-06-21 19:36:47,null,null,null,null,,,,,
2203,1,Current,2,Comparison,2022-06-21 19:36:47,,,,,,,,,
2203,3,Submission,2,Comparison,2022-06-21 19:52:48,null,,,,"2",,,"0",null
2204,1,Current,1,Analysis,2022-06-21 19:58:37,null,null,null,null,,,,,
2204,3,Submission,1,Analysis,2022-06-21 19:58:46,null,null,null,null,,,,,
2217,3,Submission,2,Comparison,2022-06-21 23:19:12,null,,,,"2",,,null,null
2204,1,Current,2,Comparison,2022-06-21 19:58:46,,,,,,,,,
